Year,Retailer country,Product type,Quantity,gross_margin,Unit price,Revenue
2004,Brazil,Irons,2477.0,0.443636901130357,745.1374999999999,1690683.3499999999
2004,Brazil,Knives,57181.0,0.4237906920587419,49.695625000000014,1165489.98
2004,Brazil,Lanterns,33230.0,0.40338190965984216,33.55363636363635,856713.74
2004,Brazil,Navigation,12462.0,0.37351596313238244,194.49842105263156,1364272.6400000001
2004,Brazil,Packs,15153.0,0.38248866883056254,222.40333333333336,1940603.4700000002
2004,Brazil,Putters,9542.0,0.48563031365109066,123.9825,810012.5000000001
2004,Brazil,Rope,0.0,,,0.0
2004,Brazil,Safety,0.0,,,0.0
2004,Brazil,Sleeping Bags,18356.0,0.38236532810301743,108.15055555555558,1783976.62
2004,Brazil,Sunscreen,63027.0,0.5910344737940629,5.214285714285714,313703.35
2004,Brazil,Tents,19331.0,0.34463099434139344,560.6899999999998,3136174.94
2004,Brazil,Tools,0.0,,,0.0
2004,Brazil,Watches,44497.0,0.4651706573754537,134.45069490882355,5064504.899999999
2004,Brazil,Woods,1553.0,0.4588338823613965,1199.8563636363635,1684855.7
2004,Canada,Binoculars,14201.0,0.3914492687848765,131.04782608695655,1690670.89
2004,Canada,Climbing Accessories,0.0,,,0.0
2004,Canada,Cooking Gear,189421.0,0.4237640683308587,48.89567567567567,4074531.5300000003
2004,Canada,Eyewear,256120.0,0.4399879587336912,66.92180348814816,9754058.86
2004,Canada,First Aid,30276.0,0.5258261310323273,13.995789473684209,462257.62
2004,Canada,Golf Accessories,41527.0,0.6396645930685448,63.36500000000001,732052.6299999999
2004,Canada,Insect Repellents,206124.0,0.6655933895541389,6.526190476190475,1292389.22
2004,Canada,Irons,5487.0,0.4469420203301716,759.2966666666667,3800858.16
2004,Canada,Knives,94675.0,0.389403525414702,46.725,2054545.4699999997
2004,Canada,Lanterns,76645.0,0.4160290904961935,36.37510204081631,2020161.9800000004
2004,Canada,Navigation,31187.0,0.380187443360928,191.75799999999998,3375095.77
2004,Canada,Packs,35416.0,0.3906253930278753,214.85600000000005,4551417.43
2004,Canada,Putters,20704.0,0.490742815651029,118.74666666666667,1846815.02
2004,Canada,Rope,0.0,,,0.0
2004,Canada,Safety,0.0,,,0.0
2004,Canada,Sleeping Bags,43266.0,0.38105516180730403,120.59758620689657,4291875.1499999985
2004,Canada,Sunscreen,147352.0,0.5912710009622616,5.176470588235294,726536.22
2004,Canada,Tents,46570.0,0.3471691355917647,468.85208333333316,7574626.989999998
2004,Canada,Tools,0.0,,,0.0
2004,Canada,Watches,61062.0,0.47005969427652033,136.6844428458333,7110239.08
2004,Canada,Woods,3556.0,0.4581150987875668,1193.4333333333332,3913544.5
2004,China,Binoculars,17860.0,0.40728331304530135,133.60909090909092,2164298.42
2004,China,Climbing Accessories,0.0,,,0.0
2004,China,Cooking Gear,216417.0,0.389504679773658,43.48681818181818,4416447.98
2004,China,Eyewear,291831.0,0.43616118589891817,65.22270366724139,11025423.29
2004,China,First Aid,33005.0,0.5207442679623956,16.371666666666666,500591.02999999997
2004,China,Golf Accessories,44661.0,0.6346454561981311,63.36500000000001,768615.1500000001
2004,China,Insect Repellents,216299.0,0.6682667388117123,6.431428571428571,1345042.72
2004,China,Irons,6595.0,0.43651842071485186,764.4454545454545,4517630.319999999
2004,China,Knives,139244.0,0.40066894279887505,43.77642857142858,2901790.4399999995
2004,China,Lanterns,83640.0,0.3961133336318703,34.45239999999999,2148278.8000000003
2004,China,Navigation,40396.0,0.36850990428869673,187.99923076923076,3819339.21
2004,China,Packs,42856.0,0.38293838020045917,212.45555555555555,5505362.029999999
2004,China,Putters,29837.0,0.4695287203040832,123.9825,2518790.3600000003
2004,China,Rope,0.0,,,0.0
2004,China,Safety,0.0,,,0.0
2004,China,Sleeping Bags,50155.0,0.381018179356953,130.59866666666667,4883652.24
2004,China,Sunscreen,173529.0,0.5853952007449206,5.166666666666667,841232.27
2004,China,Tents,52597.0,0.36326446539048485,445.1300000000001,8642876.400000002
2004,China,Tools,0.0,,,0.0
2004,China,Watches,70808.0,0.45507490244425286,144.01638737000002,7805886.510000001
2004,China,Woods,4229.0,0.4532719281157618,1175.7699999999998,4616437.06
2004,Denmark,Binoculars,3085.0,0.3782122850762653,129.2125,369995.33999999997
2004,Denmark,Climbing Accessories,0.0,,,0.0
2004,Denmark,Cooking Gear,48934.0,0.41761066792884677,51.714999999999996,884488.3700000002
2004,Denmark,Eyewear,86956.0,0.450973796372116,71.76030753666667,3218278.3300000005
2004,Denmark,First Aid,8046.0,0.5205212919703536,13.474166666666664,137454.26
2004,Denmark,Golf Accessories,6429.0,0.6237484454774652,80.68333333333334,137118.47
2004,Denmark,Insect Repellents,44423.0,0.6768860214617711,6.668333333333333,283147.39
2004,Denmark,Irons,596.0,0.44650086815430334,662.3985714285715,341405.12000000005
2004,Denmark,Knives,22575.0,0.3688147505824229,53.33642857142858,458292.98
2004,Denmark,Lanterns,13399.0,0.41506981559656253,34.46419354838709,338060.53
2004,Denmark,Navigation,9453.0,0.36632445338100084,176.91199999999998,966929.05
2004,Denmark,Packs,9556.0,0.39280396495141445,216.87000000000003,1195309.04
2004,Denmark,Putters,5305.0,0.4979502892241202,115.89,406236.98000000004
2004,Denmark,Rope,0.0,,,0.0
2004,Denmark,Safety,0.0,,,0.0
2004,Denmark,Sleeping Bags,17035.0,0.3758975197773143,122.41823529411765,1507700.96
2004,Denmark,Sunscreen,33599.0,0.5902165914115942,5.2,167272.41
2004,Denmark,Tents,12678.0,0.34898077959967216,559.2413333333333,1648724.8
2004,Denmark,Tools,0.0,,,0.0
2004,Denmark,Watches,16674.0,0.4702447391598363,134.2257339904762,1763898.3499999999
2004,Denmark,Woods,294.0,0.4602356879638533,1100.856,290179.2
2004,Finland,Binoculars,8421.0,0.3751291760779801,125.785,992170.5299999999
2004,Finland,Climbing Accessories,0.0,,,0.0
2004,Finland,Cooking Gear,133855.0,0.4299605816780552,43.40971428571428,2741120.21
2004,Finland,Eyewear,145851.0,0.47176447850418324,87.90703929964286,5540755.22
2004,Finland,First Aid,19354.0,0.5221852562615763,13.936470588235292,296903.66
2004,Finland,Golf Accessories,27717.0,0.6192941072632462,63.365,478828.9699999999
2004,Finland,Insect Repellents,124179.0,0.6704497015196486,6.59,778860.94
2004,Finland,Irons,3052.0,0.4363158356068636,745.1375,2092969.4
2004,Finland,Knives,66730.0,0.36624769812480257,50.17473684210526,1458594.03
2004,Finland,Lanterns,33032.0,0.4018625494712433,34.608809523809505,851492.2200000001
2004,Finland,Navigation,19688.0,0.3683880901377716,167.3136842105263,1953619.7500000002
2004,Finland,Packs,26600.0,0.38469722051833327,206.662380952381,3417546.21
2004,Finland,Putters,14817.0,0.4387185284788355,118.74666666666667,1252772.87
2004,Finland,Rope,0.0,,,0.0
2004,Finland,Safety,0.0,,,0.0
2004,Finland,Sleeping Bags,34440.0,0.3804677920455477,115.50875000000002,3355984.56
2004,Finland,Sunscreen,95564.0,0.5832774681698862,5.235294117647059,470393.43000000005
2004,Finland,Tents,28975.0,0.3523044855102416,516.313913043478,4756179.33
2004,Finland,Tools,0.0,,,0.0
2004,Finland,Watches,32156.0,0.48086692715127355,129.1444512625,3445970.91
2004,Finland,Woods,2261.0,0.4482675287872379,1149.4914285714285,2469164.52
2004,France,Binoculars,20806.0,0.3972104151021823,126.6192,2542784.3
2004,France,Climbing Accessories,0.0,,,0.0
2004,France,Cooking Gear,213091.0,0.4291951239025129,48.27956521739129,4371238.9399999995
2004,France,Eyewear,303296.0,0.45325442475337024,73.74226062092593,11487749.95
2004,France,First Aid,33687.0,0.5248533146688968,13.234285714285713,515187.22000000003
2004,France,Golf Accessories,41828.0,0.6406510677009861,60.854285714285716,725484.81
2004,France,Insect Repellents,188116.0,0.6709987908309427,6.526190476190475,1183728.9300000002
2004,France,Irons,5212.0,0.43773824960861973,743.5266666666666,3573651.0500000003
2004,France,Knives,133417.0,0.3954875807181009,49.252758620689654,2756905.74
2004,France,Lanterns,76389.0,0.4044723484352712,35.76854545454544,1975534.0600000005
2004,France,Navigation,36244.0,0.3674447632878682,178.77874999999997,3856968.0799999996
2004,France,Packs,37213.0,0.3904929611760765,238.9525925925927,4782257.63
2004,France,Putters,23455.0,0.46368933073749635,118.74666666666667,1989270.5999999999
2004,France,Rope,0.0,,,0.0
2004,France,Safety,0.0,,,0.0
2004,France,Sleeping Bags,44671.0,0.3770837363574272,113.98466666666668,4351556.1400000015
2004,France,Sunscreen,191111.0,0.5845394855748521,5.217391304347826,938980.0
2004,France,Tents,47268.0,0.3485668977553497,502.25499999999994,7770361.75
2004,France,Tools,0.0,,,0.0
2004,France,Watches,85747.0,0.4723880002093223,134.001300475,10198772.450000001
2004,France,Woods,3684.0,0.4441927048039532,1174.9282352941173,4025428.32
2004,Germany,Binoculars,19011.0,0.4046356329936171,129.909,2293136.19
2004,Germany,Climbing Accessories,0.0,,,0.0
2004,Germany,Cooking Gear,201456.0,-inf,51.20697674418603,4128969.53
2004,Germany,Eyewear,260070.0,0.4326581555029438,64.44600801607145,9840265.19
2004,Germany,First Aid,31087.0,0.5139220500069568,14.981764705882352,474870.92
2004,Germany,Golf Accessories,38298.0,0.6508043889224291,55.83785714285716,663300.7500000001
2004,Germany,Insect Repellents,181159.0,0.6675933647682063,6.502222222222222,1136735.27
2004,Germany,Irons,4727.0,0.44527355631907023,764.4454545454545,3240783.2600000002
2004,Germany,Knives,102615.0,0.40142302804370067,48.1793103448276,2207677.04
2004,Germany,Lanterns,76518.0,0.4145215601599696,34.726363636363615,1974276.0
2004,Germany,Navigation,37024.0,0.38133264256132077,202.03074074074073,3879368.91
2004,Germany,Packs,36652.0,0.3887080877380949,250.90000000000012,4710670.18
2004,Germany,Putters,23505.0,0.4761520324792056,121.24625,1994537.8100000003
2004,Germany,Rope,0.0,,,0.0
2004,Germany,Safety,0.0,,,0.0
2004,Germany,Sleeping Bags,44851.0,0.36957060316686163,127.70961538461539,4368342.37
2004,Germany,Sunscreen,177631.0,0.5840555836984529,5.2,869342.91
2004,Germany,Tents,44076.0,0.33976023233014685,534.8143478260868,7241803.460000001
2004,Germany,Tools,0.0,,,0.0
2004,Germany,Watches,68594.0,0.46815902371061063,141.4708309645833,8517615.999999998
2004,Germany,Woods,3660.0,0.4500117418814904,1177.070909090909,3997669.62
2004,Italy,Binoculars,8623.0,0.3749144397816744,130.4375,1032000.34
2004,Italy,Climbing Accessories,0.0,,,0.0
2004,Italy,Cooking Gear,98834.0,0.41991689394011483,45.706875,2030323.01
2004,Italy,Eyewear,115399.0,0.44245554531010045,69.23796563176472,4491776.69
2004,Italy,First Aid,15729.0,0.5271229051970007,13.891176470588233,240977.97999999998
2004,Italy,Golf Accessories,20882.0,-inf,63.36500000000001,362223.3
2004,Italy,Insect Repellents,104384.0,0.670732253803456,6.620952380952381,656328.02
2004,Italy,Irons,2849.0,0.44056449599889225,712.4100000000001,1952576.5600000003
2004,Italy,Knives,67691.0,0.37472405840274553,54.97,1417931.7400000002
2004,Italy,Lanterns,41526.0,0.4088736285308956,34.784249999999986,1075675.0499999998
2004,Italy,Navigation,17570.0,0.37878089127045544,181.9395,1925736.5299999998
2004,Italy,Packs,23757.0,0.3912628215826637,198.69428571428574,3051110.4299999997
2004,Italy,Putters,13997.0,0.4779222642210627,118.74666666666664,1185486.82
2004,Italy,Rope,0.0,,,0.0
2004,Italy,Safety,0.0,,,0.0
2004,Italy,Sleeping Bags,23723.0,0.3846795471178588,112.9496153846154,2310595.06
2004,Italy,Sunscreen,80304.0,0.5856101227822292,5.2631578947368425,397219.43000000005
2004,Italy,Tents,21033.0,0.3535759095414212,485.77099999999984,3450466.1499999994
2004,Italy,Tools,0.0,,,0.0
2004,Italy,Watches,35028.0,0.473527438588354,137.93229760000003,4291165.4
2004,Italy,Woods,1966.0,0.4562146945095103,1167.6699999999998,2145733.06
2004,Japan,Binoculars,19887.0,0.3970990531693405,126.45607142857145,2403488.8400000003
2004,Japan,Climbing Accessories,0.0,,,0.0
2004,Japan,Cooking Gear,231751.0,0.43841888688783864,48.98913043478259,4751738.72
2004,Japan,Eyewear,328681.0,0.43567095312310605,62.9643952294643,12475020.159999998
2004,Japan,First Aid,36214.0,0.5266789113770353,14.538260869565223,555580.5100000001
2004,Japan,Golf Accessories,50122.0,0.6282866965885359,66.88000000000001,867440.8300000001
2004,Japan,Insect Repellents,239957.0,0.6677254321207456,6.552,1505453.21
2004,Japan,Irons,6840.0,0.44339454719882015,759.2966666666667,4690042.03
2004,Japan,Knives,142006.0,0.3916372246113962,46.69833333333334,3028739.5199999996
2004,Japan,Lanterns,94146.0,0.41452367548344093,36.122399999999985,2431693.34
2004,Japan,Navigation,44628.0,0.37330232963372845,181.90029411764704,4562530.57
2004,Japan,Packs,44855.0,0.3962921237852119,224.80925925925933,5763580.080000002
2004,Japan,Putters,30959.0,0.46677680032003316,118.74666666666667,2625605.34
2004,Japan,Rope,0.0,,,0.0
2004,Japan,Safety,0.0,,,0.0
2004,Japan,Sleeping Bags,55313.0,0.3833371028393519,110.98828571428574,5390944.789999998
2004,Japan,Sunscreen,181396.0,0.5883347866711909,5.185185185185185,894042.25
2004,Japan,Tents,55215.0,0.34095625232308313,527.2946428571428,9078289.55
2004,Japan,Tools,0.0,,,0.0
2004,Japan,Watches,82885.0,0.4698089831065794,140.1878769510204,9649741.79
2004,Japan,Woods,4676.0,0.45402183187347595,1193.4333333333332,5107176.799999999
2004,Korea,Binoculars,10767.0,0.3845278668881884,133.50333333333333,1241772.43
2004,Korea,Climbing Accessories,0.0,,,0.0
2004,Korea,Cooking Gear,161955.0,0.43786530811557683,43.22806451612903,3314089.2400000007
2004,Korea,Eyewear,102350.0,0.4676794104234925,83.1511139288,4161850.1399999997
2004,Korea,First Aid,24561.0,0.5062917510734972,12.727999999999998,375090.70999999996
2004,Korea,Golf Accessories,34272.0,0.6271188638493962,52.969333333333346,591920.89
2004,Korea,Insect Repellents,168436.0,0.6664313531163323,6.716428571428572,1048457.34
2004,Korea,Irons,4751.0,0.44314352411421337,732.9113333333333,3255687.38
2004,Korea,Knives,89051.0,0.3771328698363181,51.80545454545456,1915353.4299999997
2004,Korea,Lanterns,61254.0,0.40612631026243584,34.82365853658535,1573779.3300000005
2004,Korea,Navigation,28024.0,0.3582253258679172,162.8792307692308,2467147.77
2004,Korea,Packs,29744.0,0.38751745914306057,191.97400000000005,3824714.7100000004
2004,Korea,Putters,21442.0,0.49247432457398793,122.55454545454545,1811297.16
2004,Korea,Rope,0.0,,,0.0
2004,Korea,Safety,0.0,,,0.0
2004,Korea,Sleeping Bags,36438.0,0.37906392510150094,112.07333333333335,3548395.9099999997
2004,Korea,Sunscreen,128565.0,0.5800239387832311,5.230769230769231,626555.9299999999
2004,Korea,Tents,36309.0,0.352580542469691,526.2917647058822,5967275.759999999
2004,Korea,Tools,0.0,,,0.0
2004,Korea,Watches,28827.0,0.46631064264686917,117.4688465904762,3160171.8800000004
2004,Korea,Woods,2993.0,0.45499328941609524,1155.3892307692306,3267614.5399999996
2004,Mexico,Binoculars,7734.0,0.40350964764783054,129.8421052631579,923285.99
2004,Mexico,Climbing Accessories,0.0,,,0.0
2004,Mexico,Cooking Gear,101624.0,0.42660377016143947,44.46806451612903,2076840.4200000002
2004,Mexico,Eyewear,74357.0,0.4350949167337171,61.27545919317073,2909031.21
2004,Mexico,First Aid,16690.0,0.5133752409956488,15.070769230769228,256564.74999999997
2004,Mexico,Golf Accessories,23426.0,0.6298515603053705,63.36500000000001,413504.4199999999
2004,Mexico,Insect Repellents,107617.0,0.6724022809021104,6.6450000000000005,677526.1
2004,Mexico,Irons,2902.0,0.4417478789426266,745.1374999999999,1977031.83
2004,Mexico,Knives,62371.0,0.42878189983569764,44.69000000000002,1289729.4000000001
2004,Mexico,Lanterns,45070.0,0.41125046875342947,33.99599999999999,1158673.1000000003
2004,Mexico,Navigation,14884.0,0.36718803177415527,185.83238095238096,1315067.8
2004,Mexico,Packs,17907.0,0.397826404320801,210.39250000000004,2343325.5400000005
2004,Mexico,Putters,12738.0,0.4723217743647827,118.74666666666664,1085261.44
2004,Mexico,Rope,0.0,,,0.0
2004,Mexico,Safety,0.0,,,0.0
2004,Mexico,Sleeping Bags,22964.0,0.3717169727352864,106.63434782608698,2240349.19
2004,Mexico,Sunscreen,69296.0,0.5934594972149259,5.1875,344221.88999999996
2004,Mexico,Tents,26346.0,0.3496077608819738,533.5574999999997,4290314.029999999
2004,Mexico,Tools,0.0,,,0.0
2004,Mexico,Watches,20706.0,0.4598353587880255,128.70764621081082,2349316.8499999996
2004,Mexico,Woods,2003.0,0.45366715166198085,1175.7699999999998,2167364.24
2004,Netherlands,Binoculars,9845.0,0.3788319934032857,127.80666666666667,1180015.3199999998
2004,Netherlands,Climbing Accessories,0.0,,,0.0
2004,Netherlands,Cooking Gear,115298.0,0.42730661905738093,46.446363636363635,2394922.6799999997
2004,Netherlands,Eyewear,133959.0,0.4559848537015056,76.22278392275862,5204838.22
2004,Netherlands,First Aid,17017.0,0.513956327495319,13.538333333333332,268467.43
2004,Netherlands,Golf Accessories,26311.0,0.6151949392964055,70.89214285714286,456392.87999999995
2004,Netherlands,Insect Repellents,116974.0,0.668891766950906,6.581052631578947,734504.0800000001
2004,Netherlands,Irons,3015.0,0.43627595211269316,738.287,2057979.0299999998
2004,Netherlands,Knives,68524.0,0.3776999454427586,48.48105263157895,1423912.64
2004,Netherlands,Lanterns,33076.0,0.412666919480279,35.05789473684209,849914.3100000004
2004,Netherlands,Navigation,17762.0,0.36462836494479817,159.82888888888888,1789716.2
2004,Netherlands,Packs,23740.0,0.38717260014647575,222.0636363636364,3095175.63
2004,Netherlands,Putters,13691.0,0.47370915040268136,122.74600000000001,1148822.3
2004,Netherlands,Rope,0.0,,,0.0
2004,Netherlands,Safety,0.0,,,0.0
2004,Netherlands,Sleeping Bags,31760.0,0.3729280314872824,115.4046153846154,3121804.159999999
2004,Netherlands,Sunscreen,82573.0,0.5900296077821074,5.2,407683.14
2004,Netherlands,Tents,27910.0,0.35207538327187243,487.1575999999997,4588443.710000001
2004,Netherlands,Tools,0.0,,,0.0
2004,Netherlands,Watches,37786.0,0.47760299159776975,128.5916440882353,4369138.92
2004,Netherlands,Woods,2115.0,0.45065276523293374,1189.890909090909,2293550.3400000003
2004,Singapore,Binoculars,11901.0,0.39319711606984786,133.57368421052632,1444344.1400000001
2004,Singapore,Climbing Accessories,0.0,,,0.0
2004,Singapore,Cooking Gear,151942.0,0.43006063264565925,48.827179487179485,3101413.3900000006
2004,Singapore,Eyewear,141888.0,0.46275768353211116,84.47083316692309,5454785.7700000005
2004,Singapore,First Aid,24351.0,0.5162633784231908,14.482777777777775,371087.82
2004,Singapore,Golf Accessories,31005.0,0.6294495657637956,63.360625,535796.6900000001
2004,Singapore,Insect Repellents,140629.0,0.6620172170439362,6.626875,877259.65
2004,Singapore,Irons,3676.0,0.43979993408459356,747.8658823529413,2519262.9499999997
2004,Singapore,Knives,99041.0,0.37331694583476727,50.105238095238086,2090384.4900000002
2004,Singapore,Lanterns,63188.0,0.41330379514637516,34.12340909090907,1626014.1199999999
2004,Singapore,Navigation,22395.0,0.3631221628929258,158.49571428571429,2193692.5500000003
2004,Singapore,Packs,28075.0,0.38589858928877974,211.26960000000005,3606295.8100000005
2004,Singapore,Putters,16909.0,0.46757577813547774,120.56454545454545,1426685.49
2004,Singapore,Rope,0.0,,,0.0
2004,Singapore,Safety,0.0,,,0.0
2004,Singapore,Sleeping Bags,33189.0,0.37454522940772994,117.80259259259262,3233820.3099999996
2004,Singapore,Sunscreen,101452.0,0.587282513506306,5.190476190476191,497021.42
2004,Singapore,Tents,30173.0,0.35664814093879865,464.25090909090886,4957933.689999999
2004,Singapore,Tools,0.0,,,0.0
2004,Singapore,Watches,36788.0,0.47064734183583473,128.6987260911765,4168559.56
2004,Singapore,Woods,2984.0,0.45080029973055247,1175.7699999999998,3256213.0400000005
2004,Spain,Binoculars,7352.0,0.3960306620649396,130.8461111111111,872691.81
2004,Spain,Climbing Accessories,0.0,,,0.0
2004,Spain,Cooking Gear,92824.0,0.4154351722113064,46.48,1912043.28
2004,Spain,Eyewear,108195.0,0.4605343411314622,77.77627056588234,4002990.74
2004,Spain,First Aid,15110.0,0.5193980751285409,15.543124999999998,234536.2
2004,Spain,Golf Accessories,19673.0,0.6269902537533062,60.26764705882354,344540.41
2004,Spain,Insect Repellents,101097.0,0.676385566707074,6.686315789473684,636473.4299999999
2004,Spain,Irons,2683.0,0.44412719283024044,750.0307142857143,1835432.6899999997
2004,Spain,Knives,58052.0,0.36682187043871795,50.71111111111111,1249331.11
2004,Spain,Lanterns,38469.0,0.4017765824504739,32.77046511627905,995289.72
2004,Spain,Navigation,15527.0,0.3626685522781683,156.49263157894737,1517405.17
2004,Spain,Packs,21652.0,0.3942906949178835,233.20333333333338,2784174.99
2004,Spain,Putters,12464.0,0.47977888868427027,122.55454545454545,1063520.87
2004,Spain,Rope,0.0,,,0.0
2004,Spain,Safety,0.0,,,0.0
2004,Spain,Sleeping Bags,20519.0,0.3952507911770712,113.33400000000002,1998294.6
2004,Spain,Sunscreen,78998.0,0.5933243412110292,5.176470588235294,390489.80000000005
2004,Spain,Tents,19401.0,0.3636081001606153,508.6749999999998,3112106.8899999997
2004,Spain,Tools,0.0,,,0.0
2004,Spain,Watches,30077.0,0.4657069986094421,121.48400951851853,3532062.56
2004,Spain,Woods,1672.0,0.4568540353733092,1139.4893333333332,1821311.2100000002
2004,Sweden,Binoculars,2957.0,0.3916532741185535,125.41083333333331,357000.67999999993
2004,Sweden,Climbing Accessories,0.0,,,0.0
2004,Sweden,Cooking Gear,38789.0,0.42658705026952703,52.937727272727265,899661.34
2004,Sweden,Eyewear,89199.0,0.44332727017404944,72.96023383038462,3373434.1100000003
2004,Sweden,First Aid,5407.0,0.4959576023843613,16.136666666666667,68214.54000000001
2004,Sweden,Golf Accessories,11093.0,0.6300995207641075,94.55199999999999,169038.58000000002
2004,Sweden,Insect Repellents,28208.0,0.6673189156772442,6.572857142857143,176065.33000000002
2004,Sweden,Irons,1340.0,0.4383625469246108,781.816,976267.81
2004,Sweden,Knives,18494.0,0.37074194723921383,52.482,419301.53
2004,Sweden,Lanterns,8656.0,0.38041238155849505,34.25166666666666,229246.98
2004,Sweden,Navigation,4801.0,0.3668012916843915,167.20999999999998,776709.66
2004,Sweden,Packs,5043.0,0.4070328963094261,202.56545454545451,646522.01
2004,Sweden,Putters,5507.0,0.4600236154010707,118.74666666666667,500002.07
2004,Sweden,Rope,0.0,,,0.0
2004,Sweden,Safety,0.0,,,0.0
2004,Sweden,Sleeping Bags,8309.0,0.36604427098023096,125.41538461538464,961428.46
2004,Sweden,Sunscreen,24041.0,0.5922151416777081,5.2,118122.69000000002
2004,Sweden,Tents,8166.0,0.3408647016880522,498.28000000000003,1701889.4700000004
2004,Sweden,Tools,0.0,,,0.0
2004,Sweden,Watches,16937.0,0.4687144230380804,132.39012482916667,1986134.5299999998
2004,Sweden,Woods,1268.0,0.45529062055717473,1175.77,1416870.49
