Year,Retailer country,Order method type,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price,Gross profit yoy%
2004,Brazil,Web,23244646.060000002,24395552.35999999,13846743.979999997,489422.0,10663.40178321,19643.565529520005,9397902.079999998,18384.73953054001,5.950876568068413
2004,Canada,E-mail,30922104.95999999,32543709.240000002,18305668.53,672908.0,10663.71621975,19642.281344230003,12616436.429999996,18428.741386120004,
2004,Canada,Fax,2645126.6999999997,2732764.29,1555242.6900000004,44329.0,6657.868749979998,12400.586309589997,1089884.01,11735.996309589997,-0.9136139577885544
2004,Canada,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Canada,Sales visit,379432.95999999996,406324.13,220576.1,10705.0,1289.4899999999998,2503.8500000000004,158856.86000000002,2347.28,inf
2004,Canada,Special,4766294.799999999,5164420.93,2805555.6499999994,106150.0,8994.574999999999,16754.739999999998,1960739.15,15585.80049999,11.342804396360345
2004,Canada,Telephone,941404.4899999998,1000033.2899999998,603339.4100000001,26866.0,2505.2850000000003,4290.050000000001,338065.0800000001,4086.4300000000003,-0.8275828378292951
2004,Canada,Web,19617312.610000007,20672274.08000001,11932656.049999997,442631.0,10663.153918699998,19632.89299114,7684656.56,18409.429545309995,21.7312935130715
2004,China,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,China,Fax,2617721.2600000002,3000044.4000000004,1444421.03,17539.0,3872.77666667,7760.580000000001,1173300.2299999997,7073.988333299999,inf
2004,China,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,China,Sales visit,111523.3,120736.31,80400.08,2428.0,124.47999999999999,189.41000000000003,31123.22,176.9,inf
2004,China,Special,2965192.670000001,3220641.08,1682568.2899999998,42206.0,4802.7,9343.939999999997,1282624.38,8620.105000000001,40.211172237319914
2004,China,Telephone,11757509.540000001,12798343.750000002,6623340.6099999985,137776.0,8610.33134501,16137.369162129997,5134168.93,15122.314063020003,3.002862420251204
2004,China,Web,50969747.459999986,53666791.21000001,31195875.08,1314010.0,6501.0704747499985,11342.336991620003,19773872.379999995,10718.319544209997,2.8514261313953293
2004,Denmark,E-mail,13152.01,13919.300000000001,6316.599999999999,143.0,175.84,390.16,6835.41,371.4,
2004,Denmark,Fax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Denmark,Mail,147715.59999999998,158092.19,94157.53,1580.0,705.37,1269.37,53558.06999999999,1185.3700000000001,inf
2004,Denmark,Sales visit,791684.4099999999,858861.5599999997,487949.90000000014,22871.0,3971.5833333400005,7106.429999999999,303734.50999999995,6626.71,4.671125005064596
2004,Denmark,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Denmark,Telephone,5636894.66,6117399.460000001,3392722.59,151300.0,8843.87558341,16265.486666699997,2244172.0699999994,15106.585119149999,inf
2004,Denmark,Web,7525044.900000001,7764179.35,4570658.710000002,163143.0,8108.165442850001,14749.41389581,2954386.189999999,13939.632229099996,0.31647043891781435
2004,Finland,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Finland,Fax,2172381.5799999996,2350739.85,1355733.8500000006,66988.0,3801.32,6625.93,816647.7300000002,6160.43833334,inf
2004,Finland,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Finland,Sales visit,5948274.539999999,6587720.3500000015,3602029.179999999,132435.0,8460.661666670001,15574.359999999993,2346245.36,14271.0073333,inf
2004,Finland,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Finland,Telephone,2662329.6000000006,2911309.600000001,1617461.0699999996,88426.0,4297.878333330001,7487.549999999999,1044868.5299999998,6982.5633333,inf
2004,Finland,Web,25570341.03999999,26896994.590000004,15377905.680000005,528843.0,10664.08217889,19643.003930690003,10192435.36,18413.02422308999,8.754753892338973
2004,France,E-mail,112806.26,120936.08000000002,61512.22,863.0,748.25,1434.78,51294.04,1335.71,
2004,France,Fax,3709656.9,3973028.9899999993,2134925.03,63526.0,8311.5842897,15644.006968299998,1574731.8700000003,14475.64565864,29.700094396931892
2004,France,Mail,3410010.7799999984,3742629.5099999993,2167255.1799999992,90510.0,6108.130000000001,11100.909999999998,1242755.5999999996,10052.168666739999,-0.21081447345064575
2004,France,Sales visit,11758398.18,12729271.969999999,7126165.93,341942.0,8676.997030300001,16101.869999999994,4632232.249999999,14976.552659949997,2.7273879514202153
2004,France,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,France,Telephone,21165631.720000014,22505385.180000003,12461861.560000004,447532.0,10654.74978737,19638.430076740002,8703770.160000002,18391.22867945,inf
2004,France,Web,26889356.13000001,27725343.859999996,15966621.07,540862.0,10627.708103179999,19560.302249390003,10922735.059999997,18306.350783789992,0.2549429568117174
2004,Germany,E-mail,24021395.909999996,26025977.82,14406736.419999998,516539.0,10655.47589807,19639.444906830005,9614659.490000002,18358.232007370003,
2004,Germany,Fax,2426959.5800000005,2512503.6100000003,1432334.2799999996,43135.0,6687.57327283,12368.494757639995,994625.2999999999,11694.424757639998,-0.8965511674090499
2004,Germany,Mail,1155641.9899999998,1238594.96,714435.6099999999,31229.0,3287.48,5684.030000000001,441206.37999999995,5268.9400000000005,-0.5564094538918325
2004,Germany,Sales visit,8785679.130000003,9469734.809999999,5392793.490000001,262042.0,5112.860000000001,9019.579999999996,3392885.6400000006,8424.79887299,6.690019441695292
2004,Germany,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Germany,Telephone,451097.39999999997,468467.39999999997,271321.47000000003,8973.0,1316.34099997,2303.65000004,179775.93000000005,2290.79285718,inf
2004,Germany,Web,24698591.4,25474141.79,14551462.379999995,489016.0,10608.184047399998,19540.436670690004,10147129.02,18301.521268770004,55.443201378516
2004,Italy,E-mail,9188335.119999997,10055451.139999999,5380904.500000002,179046.0,9156.7925,17013.760000000002,3807430.62,15737.542532149999,
2004,Italy,Fax,378250.27999999997,403964.41,231129.32,11274.0,1219.05,2139.49,147120.96000000002,2003.94,-0.9613595165130021
2004,Italy,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Italy,Sales visit,8952708.180000005,9733410.310000002,5598007.8,235766.0,6237.045714290001,11239.959999999995,3354700.3800000004,10397.700622889997,inf
2004,Italy,Special,312795.32999999996,334077.43,199188.18999999997,7857.0,940.48,1544.9500000000003,113607.13999999998,1461.02,-0.9661349369149921
2004,Italy,Telephone,478519.31,493112.7799999999,272220.08,11156.0,2273.86,4244.700000000001,206299.23,4094.2700000000004,0.8159002154266011
2004,Italy,Web,12706717.350000005,12939634.400000002,7367044.710000002,248196.0,9520.17945816,17698.27975948,5339672.639999998,16670.6051281,24.883143819780607
2004,Japan,E-mail,15119507.030000001,16458560.479999995,8899217.51,293332.0,8892.84273993,16466.729999999996,6220289.52,15234.278554659997,
2004,Japan,Fax,3558301.259999999,3723047.87,2100766.2899999996,101913.0,5565.673758040002,9732.30602812,1457534.9699999997,9263.556861449999,-0.7656805257514766
2004,Japan,Mail,1904901.82,2089821.6999999997,1151202.87,36349.0,6237.749999999999,11791.279999999997,753698.9500000003,10955.105,-0.48289477404442627
2004,Japan,Sales visit,624677.45,669150.57,413531.1200000001,21369.0,1044.3399999999997,1675.3700000000001,211146.33000000002,1564.2250000000006,-0.7198532252167793
2004,Japan,Special,1172095.3600000003,1193867.26,681842.7699999999,28851.0,2266.80057848,3962.91392917,490252.58999999985,3873.99392917,1.3218617628826408
2004,Japan,Telephone,23314524.449999996,25322929.610000014,14185273.489999998,577575.0,10657.625776269997,19634.178769860006,9129250.960000006,18342.65712128999,17.62152520193725
2004,Japan,Web,30087100.960000016,30883028.350000005,17886810.820000008,590142.0,10661.751774029999,19641.793376300004,12200290.139999993,18358.335027089997,0.3363955261451137
2004,Korea,E-mail,2473891.2,2667367.4200000004,1480263.4,61984.0,5238.080000000001,9757.889999999996,993627.7999999999,9067.443333359999,
2004,Korea,Fax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Korea,Mail,4040234.9999999995,4393339.71,2239173.0700000003,44692.0,5355.9,10373.449999999997,1801061.9300000004,9575.62,inf
2004,Korea,Sales visit,16435216.739999995,17739537.110000003,10250602.080000002,456856.0,8519.1475,15572.779999999995,6184614.660000004,14490.849959409998,2.4338711828748734
2004,Korea,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Korea,Telephone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Korea,Web,19201831.61,20518479.080000002,11372108.660000004,406207.0,10610.2938699,19547.97362662,7829722.949999999,18229.715936970002,inf
2004,Mexico,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Mexico,Fax,1058546.75,1058546.75,606625.5199999999,17671.0,1492.44825802,2617.29660714,451921.2299999999,2617.29660714,inf
2004,Mexico,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Mexico,Sales visit,13404470.750000002,14528366.500000002,8278304.930000002,316485.0,9167.67666667,17030.4,5126165.82,15766.365857659994,inf
2004,Mexico,Special,1526514.7300000002,1634611.6,924342.9400000002,55091.0,3243.9399999999996,5726.05,602171.7899999999,5351.675000000001,-0.8825297871460585
2004,Mexico,Telephone,4125474.1200000006,4370401.159999999,2358591.7,84819.0,8734.368611889999,16089.870853499995,1766882.4200000002,15130.066424949997,1.9341833166910734
2004,Mexico,Web,7702401.850000003,8211924.340000002,4529121.88,154569.0,9361.36889602,17205.709276080004,3173279.9699999997,16056.136998340002,0.7959768766050654
2004,Netherlands,E-mail,2497455.9699999997,2678237.1199999996,1514382.7499999998,74154.0,4609.2699999999995,8566.999999999998,983073.2200000002,7970.999000000001,
2004,Netherlands,Fax,497965.92000000004,532226.67,298401.57999999996,17899.0,1392.7399999999996,2464.9799999999996,199564.34,2299.9000000000005,-0.7969995154582687
2004,Netherlands,Mail,4005655.7599999993,4436277.829999997,2379153.3700000006,99466.0,6436.537333330001,11828.979999999996,1626502.3899999997,10861.643952330001,7.1502656737170565
2004,Netherlands,Sales visit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Netherlands,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Netherlands,Telephone,9470531.489999998,10276021.24,5582532.740000002,168030.0,9678.701499999997,17922.660000000003,3887998.749999999,16724.08124599,inf
2004,Netherlands,Web,18913671.85000001,19675462.240000002,11435306.569999998,401807.0,9836.59851414,17991.676632760005,7478365.28,16659.477502079997,0.9234484784749486
2004,Singapore,E-mail,300990.52,323367.6,169405.61,1159.0,1921.51,3632.02,131584.91,3378.0899999999997,
2004,Singapore,Fax,2408243.41,2569328.5300000003,1481708.57,82877.0,3762.47333333,6731.62333337,926534.8400000001,6381.0983333700015,6.041345698378333
2004,Singapore,Mail,1375585.4899999998,1478875.3600000003,740955.43,8410.0,4112.930000000001,8180.840000000001,634630.06,7590.802999999998,-0.31504997696578796
2004,Singapore,Sales visit,12233419.890000002,13346349.23,7682909.249999998,309748.0,9146.951,16988.789999999997,4550510.639999999,15635.061182889996,6.170335801616454
2004,Singapore,Special,2307814.03,2503704.2399999993,1435925.1800000002,67951.0,3043.7699999999995,5451.04,871888.8499999999,5047.787999999999,-0.8083975801889346
2004,Singapore,Telephone,6292643.01,6889784.9799999995,3756408.3999999994,151413.0,6589.31380953,12194.879999999996,2536234.61,11296.409273819996,1.9088967131532883
2004,Singapore,Web,16441874.539999997,17055799.919999998,9541215.990000002,318028.0,9536.516551519999,17832.80584724,6900658.549999995,16624.90241876,1.720828161082462
2004,Spain,E-mail,1972740.31,2144421.5100000002,1216569.7200000002,37590.0,6320.255000000001,11613.439999999995,756170.59,10760.99733333,
2004,Spain,Fax,1348370.3799999997,1460105.0699999996,739751.4400000002,44308.0,5176.08,10140.819999999996,608618.9400000001,9436.416666329998,-0.1951301094637916
2004,Spain,Mail,2178838.27,2382676.63,1252670.4799999997,40953.0,6648.585,12528.569999999998,926167.7899999999,11678.09583333,0.5217531514875298
2004,Spain,Sales visit,344499.91000000003,367568.92,207897.57999999996,11133.0,898.0499999999998,1627.37,136602.33,1522.41,-0.8525080104545635
2004,Spain,Special,66172.2,66172.2,38132.17,1106.0,746.6799999999998,1353.4,28040.03,1353.4,-0.7947324178145424
2004,Spain,Telephone,392627.88,422519.2000000001,236397.09999999995,11552.0,2313.65,4204.22,156230.78,3923.7249999999995,4.571705165793332
2004,Spain,Web,21999446.530000005,23214823.209999997,13179932.330000004,497123.0,10665.5522846,19644.161456240003,8819514.199999997,18344.130533690008,55.45183490730826
2004,Sweden,E-mail,5668362.94,6165960.060000002,3287417.2300000004,95347.0,8092.040666670002,15157.159999999994,2380945.7100000004,14052.896039719999,
2004,Sweden,Fax,156665.52999999997,166732.31999999998,100934.45999999999,4732.0,792.33,1495.32,55731.07,1412.49,-0.9765928850179453
2004,Sweden,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,Sweden,Sales visit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Sweden,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Sweden,Telephone,320052.73000000004,350094.31999999995,206995.62,7480.0,1933.81,3207.85,113057.11,3044.1300000000006,inf
2004,Sweden,Web,8630829.08,8859240.169999998,5296764.349999999,170656.0,6046.650578449999,10687.309075489999,3334064.729999999,10135.524837449999,28.490093369625306
2004,Switzerland,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Switzerland,Fax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Switzerland,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Switzerland,Sales visit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Switzerland,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Switzerland,Telephone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,Switzerland,Web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,United Kingdom,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004,United Kingdom,Fax,88910.81999999999,94439.70999999999,44313.29000000001,10270.0,191.7,349.54999999999995,44597.53,328.52,inf
2004,United Kingdom,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,United Kingdom,Sales visit,141860.4,151562.67,81924.26,9349.0,300.44000000000005,544.28,59936.14000000001,507.52,inf
2004,United Kingdom,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2004,United Kingdom,Telephone,21620372.82000001,23562332.37,12989526.590000002,479835.0,9167.875940220001,17030.4,8630846.229999997,15772.143249710005,inf
2004,United Kingdom,Web,36435314.900000006,38101625.970000006,21906516.970000003,827975.0,10653.15765095,19633.531005020002,14528797.929999998,18368.00982117,0.6833572911424703
2004,United States,E-mail,3112053.98,3327830.469999999,1786731.2899999998,53330.0,8175.88466667,15177.828333299994,1325322.69,14283.628333299997,
2004,United States,Fax,1897715.4400000004,2013045.3199999996,1160309.4400000002,58873.0,4466.3883333,7676.086666699999,737406.0000000001,7308.945000030002,-0.4436026746059858
2004,United States,Mail,4548265.799999997,4897031.0600000005,2657886.4299999997,135546.0,6479.485,12141.209999999997,1890379.37,11265.012456370005,1.5635530087902727
2004,United States,Sales visit,19193142.549999993,20707302.03,11731399.710000005,464309.0,9145.45214286,16995.4,7461742.839999996,15803.092855490002,2.9472197794879635
2004,United States,Special,219828.42999999996,238156.7,135995.81,11951.0,431.99000000000007,845.03,83832.61999999998,786.6500000000002,-0.9887650081492222
2004,United States,Telephone,57695252.07999999,61961794.720000006,34998687.469999984,1337498.0,10656.637452359999,19639.909087220003,22696564.610000007,18319.408973250003,269.7366727891841
2004,United States,Web,89435352.73999994,92806940.99,52609680.54000002,1811301.0,10659.443125669997,19641.1482633,36825672.199999996,18378.956412179996,0.6225218588268098
2005,Australia,E-mail,171407.28000000006,180611.22,115586.68999999999,3729.0,464.04,748.4899999999999,55820.590000000004,712.4399999999998,inf
2005,Australia,Fax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Australia,Mail,127908.29,134869.13,78864.63,2845.0,701.0999999999999,1162.07,49043.66,1101.3600000000001,inf
2005,Australia,Sales visit,6279723.38,6648921.760000001,3669350.689999998,120911.0,10153.347714290001,18497.86,2610372.69,17476.15690524001,52.22548704562424
2005,Australia,Special,485851.49999999994,519547.89,322274.06,8379.0,1659.9799999999998,2687.7899999999995,163577.43999999994,2528.44,-0.9373355993852357
2005,Australia,Telephone,7657366.449999996,8251356.12,4475000.5699999975,170876.0,10236.52461905,18686.73,3182365.8800000018,17599.237388880007,18.454796945104427
2005,Australia,Web,10884786.599999996,11297604.089999998,6586473.240000003,215446.0,9803.979414589998,17730.76451787,4298313.3599999985,16839.32332099,0.3506659894179094
2005,Austria,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Austria,Fax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Austria,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Austria,Sales visit,1323117.8299999998,1432552.9000000004,858132.31,15902.0,5811.388333299999,10601.079999999996,464985.52,9715.015000000001,inf
2005,Austria,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Austria,Telephone,6485790.320000001,6925111.620000001,3812136.6499999994,171682.0,9417.185202370003,17108.51,2673653.669999999,16095.100594910005,inf
2005,Austria,Web,26759181.479999993,27636918.24,15756661.849999994,514550.0,12105.10448554,21843.428822490005,11002519.629999999,20786.396949620004,3.115162615657698
2005,Belgium,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Belgium,Fax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Belgium,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Belgium,Sales visit,4952560.910000002,5254750.180000001,2962888.750000001,122002.0,5212.8780555600015,9142.05,1989672.1599999992,8650.15550217,inf
2005,Belgium,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Belgium,Telephone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Belgium,Web,25443736.579999994,26746568.3,15115749.389999997,513692.0,11233.94822862,20506.66259717,10327987.189999998,19472.772571399997,inf
2005,Brazil,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Brazil,Fax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Brazil,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Brazil,Sales visit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Brazil,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Brazil,Telephone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Brazil,Web,34234876.300000004,35916138.59,20398621.919999994,688643.0,12103.664239210002,21846.237822180003,13836254.380000003,20731.978710600004,inf
2005,Canada,E-mail,16156474.210000012,16776192.46,9543209.410000004,295801.0,11960.51239116,21540.568875210007,6613264.8,20460.702964430002,-0.13941960211687066
2005,Canada,Fax,195549.5,195549.5,115928.61000000003,3281.0,867.33,1525.155,79620.89,1525.155,-0.9879604261423193
2005,Canada,Mail,1830815.3699999994,1939293.91,1100248.6199999999,43547.0,6079.450000000003,10783.509999999998,730566.7500000001,10175.472000000002,8.175566236448752
2005,Canada,Sales visit,1835205.71,1940191.0999999999,1086224.1000000003,50635.0,3377.48,5989.3499999999985,748981.6099999999,5681.217166660002,0.025206266230977104
2005,Canada,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Canada,Telephone,1785613.6199999996,1917266.3499999999,1159452.5199999996,20650.0,4536.3733333,8250.960000000001,626161.1,7710.96000003,inf
2005,Canada,Web,53624727.680000015,55923865.71,31962967.669999998,1085747.0,12115.246121339998,21844.064884260006,21661760.01,20768.52567732,33.5945476491593
2005,China,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,China,Fax,3198502.459999999,3433110.5400000005,1686767.74,23633.0,3872.9900000000002,7648.620000000001,1511734.7200000002,7177.780000000001,inf
2005,China,Mail,757563.0200000001,804016.9699999999,490663.2799999999,6705.0,1984.8000000000002,3161.53,266899.74,2975.96,-0.8234480319404188
2005,China,Sales visit,5491791.359999999,5915546.599999998,3649419.5399999996,83036.0,4034.04333333,6707.4299999999985,1842371.8200000005,6263.495000060001,5.9028610518691425
2005,China,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,China,Telephone,8706196.520000001,9308050.97,4918783.3,142438.0,8724.213333329999,16067.389999999994,3787413.220000001,15086.54783334,inf
2005,China,Web,60926434.439999975,63796809.179999985,36417409.410000026,1354989.0,12105.407725450003,21839.577501250005,24509025.030000016,20702.241982029995,5.471177979887816
2005,Denmark,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Denmark,Fax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Denmark,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Denmark,Sales visit,2522327.379999999,2664694.37,1519726.2299999997,67496.0,4733.069333330002,8213.23,1002601.1499999998,7776.11750002,inf
2005,Denmark,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Denmark,Telephone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Denmark,Web,13370939.18,13817603.379999995,7939483.849999999,283692.0,9507.89824239,16844.60943989,5431455.330000002,15962.05099627,inf
2005,Finland,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Finland,Fax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Finland,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Finland,Sales visit,2119424.9600000004,2244891.0900000003,1259166.3600000006,69469.0,3922.8149999999996,6683.739999999998,860258.6,6320.71083334,inf
2005,Finland,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Finland,Telephone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005,Finland,Web,45707222.440000005,48208105.820000045,27319957.640000015,902766.0,12096.613669919996,21842.635647810002,18387264.799999993,20684.988036599996,inf
2005,France,E-mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,France,Fax,3470121.05,3713688.499999999,2064600.6500000001,73104.0,8219.186666670003,14825.809999999998,1405520.4000000001,13964.720524870008,inf
2005,France,Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,France,Sales visit,4403942.329999999,4758226.99,2607741.899999999,110607.0,6515.771702390002,11588.509999999997,1796200.4300000006,10838.842131010004,inf
2005,France,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,France,Telephone,16894761.51,18135647.219999995,9964775.029999997,359648.0,11703.497031160001,21232.244353590006,6929986.48,20013.30634919,inf
2005,France,Web,47469000.09999998,49113932.77000003,28329205.17000001,934517.0,12107.48004847,21845.658336670003,19139794.92999999,20770.53528052,1.7618805585317658
2005,Germany,E-mail,8794978.660000006,9456610.860000003,5167855.920000003,228887.0,10144.36964978,18523.28,3627122.740000001,17385.821744310004,-0.6425468984526619
2005,Germany,Fax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2005,Germany,Mail,3345619.3600000003,3585220.3200000003,2152754.469999999,66197.0,4714.675000000003,8069.4699999999975,1192864.8900000001,7541.16733334,inf
2005,Germany,Sales visit,6143955.65,6507282.66,3664820.700000002,151928.0,7210.334107140001,12863.109999999995,2479134.95,12101.672142790003,1.0783032267803607
2005,Germany,Special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
